"","Generation","strategy","zy","ratio","fit_media","fit_sd"
"12929",101,"fit_B",1,0.125,5.33590924313172,0.0950496380636341
"12930",101,"fit_B",2,0.25,4.38749061471107,0.101762854203881
"12931",101,"fit_B",3,0.375,4.26832037273295,0.0764117796363576
"12932",101,"fit_B",4,0.5,4.5190913783917,0.155647138162271
"12933",101,"fit_B",5,0.625,5.02158620486804,0.102598453548165
"12934",101,"fit_B",6,0.75,5.67201136797529,0.0974497032555341
"12935",101,"fit_B",7,0.875,5.85012092384118,0.0873968856105325
"12936",101,"fit_B",8,1,5.87917734387131,0.113632968418557
"12937",101,"fit_B",9,1.125,6.21643325549837,0.158671018177971
"12938",101,"fit_B",10,1.25,6.41304974026268,0.220850352085825
"12939",101,"fit_B",11,1.375,6.59327258263253,0.214701026131282
"12940",101,"fit_B",12,1.5,6.78883921328954,0.196377769608769
"12941",101,"fit_B",13,1.625,6.88129984887564,0.29377020470141
"12942",101,"fit_B",14,1.75,6.34040696265337,0.7445691067826
"12943",101,"fit_B",15,1.875,6.22661634677344,0.0865399830912116
"12944",101,"fit_B",16,2,6.98826199382359,0.111294768488515
"12945",101,"fit_B",17,2.125,7.57932260501252,0.132185227661209
"12946",101,"fit_B",18,2.25,8.15077481233566,0.170592718506302
"12947",101,"fit_B",19,2.375,8.8704174949249,0.227788519156005
"12948",101,"fit_B",20,2.5,9.3769861175554,0.266816844981792
"12949",101,"fit_B",21,2.625,10.1462059433573,0.270910514074408
"12950",101,"fit_B",22,2.75,10.6308149410377,0.392151795413382
"12951",101,"fit_B",23,2.875,10.6940099341458,0.49782641932546
"12952",101,"fit_B",24,3,11.9128015547297,0.390414652552046
"12953",101,"fit_B",25,3.125,15.5023065420534,0.651178913664931
"12954",101,"fit_B",26,3.25,16.417695525237,0.60143107147777
"12955",101,"fit_B",27,3.375,16.9799188854452,0.642234974439093
"12956",101,"fit_B",28,3.5,13.5389848743473,0.835597242044757
"12957",101,"fit_B",29,3.625,13.8451222710516,0.829867293849366
"12958",101,"fit_B",30,3.75,14.5618262536089,0.918934826089171
"12959",101,"fit_B",31,3.875,15.4369763828024,1.2364471501495
"12960",101,"fit_B",32,4,16.1007553286842,1.49313790499494
"12961",101,"fit_O",1,0.125,5.26230948505363,0.139550530341378
"12962",101,"fit_O",2,0.25,7.55616826669224,0.0408205269282617
"12963",101,"fit_O",3,0.375,7.5651755047687,0.0430573724676002
"12964",101,"fit_O",4,0.5,7.60891224497051,0.04642596817458
"12965",101,"fit_O",5,0.625,7.32412441934942,0.0497383436621362
"12966",101,"fit_O",6,0.75,6.6683062272046,0.0660441057192347
"12967",101,"fit_O",7,0.875,7.14267747257014,0.0503997013036326
"12968",101,"fit_O",8,1,7.33403892673666,0.0518355550717953
"12969",101,"fit_O",9,1.125,7.37807025426041,0.0742485743171632
"12970",101,"fit_O",10,1.25,7.59012630050344,0.0629156724164486
"12971",101,"fit_O",11,1.375,7.77046548912374,0.0676684814264093
"12972",101,"fit_O",12,1.5,7.93979493946044,0.0611551110215346
"12973",101,"fit_O",13,1.625,8.09600687578016,0.0723767523391938
"12974",101,"fit_O",14,1.75,7.58429751286041,2.54426536007333
"12975",101,"fit_O",15,1.875,0.2455,1.40358658551238
"12976",101,"fit_O",16,2,0,0
"12977",101,"fit_O",17,2.125,0,0
"12978",101,"fit_O",18,2.25,0,0
"12979",101,"fit_O",19,2.375,0,0
"12980",101,"fit_O",20,2.5,0,0
"12981",101,"fit_O",21,2.625,0,0
"12982",101,"fit_O",22,2.75,0,0
"12983",101,"fit_O",23,2.875,0,0
"12984",101,"fit_O",24,3,0,0
"12985",101,"fit_O",25,3.125,0,0
"12986",101,"fit_O",26,3.25,0,0
"12987",101,"fit_O",27,3.375,0,0
"12988",101,"fit_O",28,3.5,0,0
"12989",101,"fit_O",29,3.625,0,0
"12990",101,"fit_O",30,3.75,0,0
"12991",101,"fit_O",31,3.875,0,0
"12992",101,"fit_O",32,4,0,0
"12993",101,"fit_Y",1,0.125,2.83784018334177,0.0447537447215216
"12994",101,"fit_Y",2,0.25,5.11024434635388,0.281405486067667
"12995",101,"fit_Y",3,0.375,4.79972438954177,0.175345059726985
"12996",101,"fit_Y",4,0.5,4.29547577813769,0.0905541936689586
"12997",101,"fit_Y",5,0.625,7.16141513951205,0.101479030986587
"12998",101,"fit_Y",6,0.75,8.47161363558082,0.0347781533989646
"12999",101,"fit_Y",7,0.875,8.51770135860428,0.0303255267964201
"13000",101,"fit_Y",8,1,8.64340438638906,0.0409938054412631
"13001",101,"fit_Y",9,1.125,9.90046717856836,0.0292508414456805
"13002",101,"fit_Y",10,1.25,11.0038977573207,0.0641385776632342
"13003",101,"fit_Y",11,1.375,11.2438446981029,0.061531162545089
"13004",101,"fit_Y",12,1.5,11.5075809801616,0.0639631556084815
"13005",101,"fit_Y",13,1.625,12.0713535432367,0.144156889585595
"13006",101,"fit_Y",14,1.75,11.8023294152255,1.90035557883256
"13007",101,"fit_Y",15,1.875,6.1808849425567,0.127634556372309
"13008",101,"fit_Y",16,2,6.50645172708417,0.055228524138944
"13009",101,"fit_Y",17,2.125,6.85743790882222,0.0776662752361047
"13010",101,"fit_Y",18,2.25,7.35107114435203,0.0809660604378062
"13011",101,"fit_Y",19,2.375,7.83985571276419,0.100291826259974
"13012",101,"fit_Y",20,2.5,8.29866476874536,0.107484089326177
"13013",101,"fit_Y",21,2.625,8.93290688181408,0.137331849647277
"13014",101,"fit_Y",22,2.75,9.43531645837696,0.16000681657541
"13015",101,"fit_Y",23,2.875,9.37543613168422,0.170898897046241
"13016",101,"fit_Y",24,3,9.58394353592106,0.201395340218391
"13017",101,"fit_Y",25,3.125,11.5727923532452,0.452602837457885
"13018",101,"fit_Y",26,3.25,11.6899823973251,0.486149035166817
"13019",101,"fit_Y",27,3.375,11.9730662760448,0.495081100147899
"13020",101,"fit_Y",28,3.5,11.7551932000321,0.326839097940511
"13021",101,"fit_Y",29,3.625,12.2857316981307,0.311693065475756
"13022",101,"fit_Y",30,3.75,12.8975187914293,0.382082642502901
"13023",101,"fit_Y",31,3.875,13.4201259284295,0.45941858946205
"13024",101,"fit_Y",32,4,14.021758422865,0.591225710706052
"13025",101,"fit_total",1,0.125,3.121194,0.0638689442087736
"13026",101,"fit_total",2,0.25,5.3992775,0.21214078889235
"13027",101,"fit_total",3,0.375,5.1149735,0.168202315117416
"13028",101,"fit_total",4,0.5,4.6223685,0.16181711582053
"13029",101,"fit_total",5,0.625,6.3754665,0.102754717273562
"13030",101,"fit_total",6,0.75,6.9341835,0.0874508436396289
"13031",101,"fit_total",7,0.875,7.10522,0.0702961477169154
"13032",101,"fit_total",8,1,7.1804755,0.0857868975582913
"13033",101,"fit_total",9,1.125,7.7735645,0.142511295900863
"13034",101,"fit_total",10,1.25,8.11265,0.215388634188004
"13035",101,"fit_total",11,1.375,8.1277575,0.190291947601494
"13036",101,"fit_total",12,1.5,8.218492,0.187182480607734
"13037",101,"fit_total",13,1.625,8.195264,0.278208757013125
"13038",101,"fit_total",14,1.75,7.426959,1.08860905763857
"13039",101,"fit_total",15,1.875,6.2230685,0.0830184051198068
"13040",101,"fit_total",16,2,6.939698,0.104260757970222
"13041",101,"fit_total",17,2.125,7.498562,0.124832252315585
"13042",101,"fit_total",18,2.25,8.0523795,0.157456814841885
"13043",101,"fit_total",19,2.375,8.731859,0.209576468094077
"13044",101,"fit_total",20,2.5,9.227655,0.245180958681542
"13045",101,"fit_total",21,2.625,9.960807,0.248667205603039
"13046",101,"fit_total",22,2.75,10.439065,0.355838892050826
"13047",101,"fit_total",23,2.875,10.494004,0.452621124738557
"13048",101,"fit_total",24,3,11.540048,0.363492898928875
"13049",101,"fit_total",25,3.125,14.669208,0.641222199260321
"13050",101,"fit_total",26,3.25,15.3765085,0.63625395234251
"13051",101,"fit_total",27,3.375,15.863962,0.674857186542666
"13052",101,"fit_total",28,3.5,13.247125,0.767033050711531
"13053",101,"fit_total",29,3.625,13.5795745,0.751503052188906
"13054",101,"fit_total",30,3.75,14.275126,0.843871736013492
"13055",101,"fit_total",31,3.875,15.098838,1.11641126150001
"13056",101,"fit_total",32,4,15.746538,1.35751024367138
"13057",102,"fit_B",1,0.125,5.33568544990904,0.0969830858951125
"13058",102,"fit_B",2,0.25,4.39058673014516,0.103767265725168
"13059",102,"fit_B",3,0.375,4.26863990453706,0.0764386303552143
"13060",102,"fit_B",4,0.5,4.51992324976011,0.154198217926491
"13061",102,"fit_B",5,0.625,5.02430757130403,0.100576306157117
"13062",102,"fit_B",6,0.75,5.67332772446967,0.0965443589878366
"13063",102,"fit_B",7,0.875,5.85006318110074,0.0844172903146066
"13064",102,"fit_B",8,1,5.87556470444144,0.112860843345837
"13065",102,"fit_B",9,1.125,6.2057101947255,0.164378221653978
"13066",102,"fit_B",10,1.25,6.4182078171141,0.232209850165323
"13067",102,"fit_B",11,1.375,6.59038741083271,0.206854034255032
"13068",102,"fit_B",12,1.5,6.83052810983796,0.233203894243784
"13069",102,"fit_B",13,1.625,6.8452057088622,0.25759909000027
"13070",102,"fit_B",14,1.75,6.37516767924728,0.75116030714069
"13071",102,"fit_B",15,1.875,6.19942850651132,0.0777466698363026
"13072",102,"fit_B",16,2,6.97861552258131,0.138573813098497
"13073",102,"fit_B",17,2.125,7.56369550073912,0.131346930148068
"13074",102,"fit_B",18,2.25,8.19889308691811,0.186377274637379
"13075",102,"fit_B",19,2.375,8.88185173887399,0.219831526850528
"13076",102,"fit_B",20,2.5,9.33528449923088,0.266551765780252
"13077",102,"fit_B",21,2.625,10.1908944515276,0.300925981329284
"13078",102,"fit_B",22,2.75,10.8335756582145,0.365041468354528
"13079",102,"fit_B",23,2.875,10.7997918999541,0.447276189717448
"13080",102,"fit_B",24,3,11.913621196173,0.475525251220233
"13081",102,"fit_B",25,3.125,15.1560667935597,0.598532789992175
"13082",102,"fit_B",26,3.25,16.2535759119447,0.649796753837053
"13083",102,"fit_B",27,3.375,16.8137749373645,0.745355305806087
"13084",102,"fit_B",28,3.5,13.1955892825173,0.838694719583273
"13085",102,"fit_B",29,3.625,13.9141688674664,0.963627973530645
"13086",102,"fit_B",30,3.75,14.3993062200088,1.09604100335262
"13087",102,"fit_B",31,3.875,14.5817914958291,1.18285302544685
"13088",102,"fit_B",32,4,15.3393037203219,1.67302621305809
"13089",102,"fit_O",1,0.125,5.23359282363671,0.135687608496896
"13090",102,"fit_O",2,0.25,7.55716799721081,0.0412632406332901
"13091",102,"fit_O",3,0.375,7.56444246815596,0.0445019144082534
"13092",102,"fit_O",4,0.5,7.61124320759662,0.0440315339098351
"13093",102,"fit_O",5,0.625,7.32525184779408,0.0521671256057419
"13094",102,"fit_O",6,0.75,6.67963128790636,0.0628326456327714
"13095",102,"fit_O",7,0.875,7.13809596086714,0.0499055818854148
"13096",102,"fit_O",8,1,7.33448786638566,0.0527035044290174
"13097",102,"fit_O",9,1.125,7.37453898423414,0.0772243389786604
"13098",102,"fit_O",10,1.25,7.59090110872628,0.0682388655854523
"13099",102,"fit_O",11,1.375,7.77641886671873,0.0653432163526307
"13100",102,"fit_O",12,1.5,7.9429171238655,0.0602431691350688
"13101",102,"fit_O",13,1.625,8.09400269165049,0.0785770822210533
"13102",102,"fit_O",14,1.75,7.58046910631034,2.54325405035086
"13103",102,"fit_O",15,1.875,0.244277777777778,1.39634060584876
"13104",102,"fit_O",16,2,0,0
"13105",102,"fit_O",17,2.125,0,0
"13106",102,"fit_O",18,2.25,0,0
"13107",102,"fit_O",19,2.375,0,0
"13108",102,"fit_O",20,2.5,0,0
"13109",102,"fit_O",21,2.625,0,0
"13110",102,"fit_O",22,2.75,0,0
"13111",102,"fit_O",23,2.875,0,0
"13112",102,"fit_O",24,3,0,0
"13113",102,"fit_O",25,3.125,0,0
"13114",102,"fit_O",26,3.25,0,0
"13115",102,"fit_O",27,3.375,0,0
"13116",102,"fit_O",28,3.5,0,0
"13117",102,"fit_O",29,3.625,0,0
"13118",102,"fit_O",30,3.75,0,0
"13119",102,"fit_O",31,3.875,0,0
"13120",102,"fit_O",32,4,0,0
"13121",102,"fit_Y",1,0.125,2.81812398881758,0.0434045625460816
"13122",102,"fit_Y",2,0.25,5.11119937864062,0.284601492318894
"13123",102,"fit_Y",3,0.375,4.79667225789359,0.17832564680189
"13124",102,"fit_Y",4,0.5,4.29522491191569,0.0898016843636202
"13125",102,"fit_Y",5,0.625,7.16269328981739,0.0982583254516189
"13126",102,"fit_Y",6,0.75,8.47111765694186,0.0350118060272956
"13127",102,"fit_Y",7,0.875,8.52071187771305,0.031268204237066
"13128",102,"fit_Y",8,1,8.64378675481399,0.0400742436148814
"13129",102,"fit_Y",9,1.125,9.90021831410967,0.0306538841688492
"13130",102,"fit_Y",10,1.25,11.00449045334,0.0670900775705141
"13131",102,"fit_Y",11,1.375,11.2442898693716,0.0633910436883827
"13132",102,"fit_Y",12,1.5,11.5191988974017,0.0643016470805568
"13133",102,"fit_Y",13,1.625,12.0745012829605,0.133276556882657
"13134",102,"fit_Y",14,1.75,11.8176856959399,1.8913517345292
"13135",102,"fit_Y",15,1.875,6.16288099842955,0.103078461839956
"13136",102,"fit_Y",16,2,6.49246402675399,0.0680013508233827
"13137",102,"fit_Y",17,2.125,6.84723834316407,0.0674367084742759
"13138",102,"fit_Y",18,2.25,7.3819790724194,0.0837217360750843
"13139",102,"fit_Y",19,2.375,7.8416334618078,0.099837021856391
"13140",102,"fit_Y",20,2.5,8.28338254089269,0.105822423137374
"13141",102,"fit_Y",21,2.625,8.96659563061715,0.129326289203451
"13142",102,"fit_Y",22,2.75,9.51380795123203,0.16015082533281
"13143",102,"fit_Y",23,2.875,9.41532889028379,0.185084904898336
"13144",102,"fit_Y",24,3,9.58338212427445,0.189057748201139
"13145",102,"fit_Y",25,3.125,11.2897138783635,0.410823571254528
"13146",102,"fit_Y",26,3.25,11.5742693152184,0.440880663431491
"13147",102,"fit_Y",27,3.375,11.8366823257593,0.491752813032839
"13148",102,"fit_Y",28,3.5,11.6437097584376,0.309012748362679
"13149",102,"fit_Y",29,3.625,12.2990592407671,0.352351149607205
"13150",102,"fit_Y",30,3.75,12.8364046575596,0.407155722182384
"13151",102,"fit_Y",31,3.875,13.1487079728164,0.436432330166566
"13152",102,"fit_Y",32,4,13.7033153302621,0.618283650926867
"13153",102,"fit_total",1,0.125,3.104208,0.0644159364183
"13154",102,"fit_total",2,0.25,5.4017445,0.213490739384119
"13155",102,"fit_total",3,0.375,5.115041,0.170262584248418
"13156",102,"fit_total",4,0.5,4.6221505,0.162182814994516
"13157",102,"fit_total",5,0.625,6.3768725,0.100260149584453
"13158",102,"fit_total",6,0.75,6.934261,0.0852847732865924
"13159",102,"fit_total",7,0.875,7.1076755,0.069519916300106
"13160",102,"fit_total",8,1,7.178047,0.0853814393936369
"13161",102,"fit_total",9,1.125,7.765765,0.148960343427845
"13162",102,"fit_total",10,1.25,8.116627,0.227025193994149
"13163",102,"fit_total",11,1.375,8.1316375,0.196067115438345
"13164",102,"fit_total",12,1.5,8.245255,0.20688209245067
"13165",102,"fit_total",13,1.625,8.17815,0.249051400925653
"13166",102,"fit_total",14,1.75,7.46652,1.09257675633561
"13167",102,"fit_total",15,1.875,6.196568,0.0751674324761097
"13168",102,"fit_total",16,2,6.9291085,0.130451456402469
"13169",102,"fit_total",17,2.125,7.483448,0.121545500047588
"13170",102,"fit_total",18,2.25,8.0988995,0.171059182784494
"13171",102,"fit_total",19,2.375,8.7424755,0.202519644077115
"13172",102,"fit_total",20,2.5,9.188823,0.244211368482222
"13173",102,"fit_total",21,2.625,10.004649,0.274396234088258
"13174",102,"fit_total",22,2.75,10.6262645,0.33477450878475
"13175",102,"fit_total",23,2.875,10.591381,0.412248457604112
"13176",102,"fit_total",24,3,11.54067,0.433763939548374
"13177",102,"fit_total",25,3.125,14.2997,0.590722445892154
"13178",102,"fit_total",26,3.25,15.2041995,0.659804382913503
"13179",102,"fit_total",27,3.375,15.683682,0.751677149208637
"13180",102,"fit_total",28,3.5,12.934181,0.757445013198444
"13181",102,"fit_total",29,3.625,13.641095,0.869698566859213
"13182",102,"fit_total",30,3.75,14.127384,0.985247324660927
"13183",102,"fit_total",31,3.875,14.327101,1.06315266069765
"13184",102,"fit_total",32,4,15.046986,1.49579178710059
"13185",103,"fit_B",1,0.125,5.33780050003506,0.0969412540530348
"13186",103,"fit_B",2,0.25,4.39389943910865,0.103377602342558
"13187",103,"fit_B",3,0.375,4.26907904691903,0.0769485779531962
"13188",103,"fit_B",4,0.5,4.51871796081276,0.153590509241553
"13189",103,"fit_B",5,0.625,5.02614560784573,0.09996208126051
"13190",103,"fit_B",6,0.75,5.67396452925036,0.0955688428631683
"13191",103,"fit_B",7,0.875,5.8529552730211,0.087123000868451
"13192",103,"fit_B",8,1,5.87116596341569,0.109924612422875
"13193",103,"fit_B",9,1.125,6.18855844230853,0.16381460837024
"13194",103,"fit_B",10,1.25,6.4234170747232,0.240847604572137
"13195",103,"fit_B",11,1.375,6.6134699738553,0.205540563225183
"13196",103,"fit_B",12,1.5,6.83648649035912,0.214022341994054
"13197",103,"fit_B",13,1.625,6.84677210179639,0.260297410832941
"13198",103,"fit_B",14,1.75,6.41536295279556,0.763882482632394
"13199",103,"fit_B",15,1.875,6.22092949958279,0.0842177690740985
"13200",103,"fit_B",16,2,7.00122331131962,0.115625002238886
"13201",103,"fit_B",17,2.125,7.56480399736374,0.132569609818966
"13202",103,"fit_B",18,2.25,8.17374797673936,0.146198338810653
"13203",103,"fit_B",19,2.375,8.86518080167598,0.214246251854678
"13204",103,"fit_B",20,2.5,9.35213494497367,0.281377798122195
"13205",103,"fit_B",21,2.625,10.1738418947288,0.281572388940632
"13206",103,"fit_B",22,2.75,10.693764136066,0.423951112749836
"13207",103,"fit_B",23,2.875,10.7352551382011,0.451517517640854
"13208",103,"fit_B",24,3,11.9273931850585,0.407141972815134
"13209",103,"fit_B",25,3.125,15.5495049631299,0.624671315832608
"13210",103,"fit_B",26,3.25,16.4459751977939,0.604533938228212
"13211",103,"fit_B",27,3.375,17.0123594399973,0.665239287799018
"13212",103,"fit_B",28,3.5,13.4712554809898,0.810763363927285
"13213",103,"fit_B",29,3.625,13.8638604844279,0.886209453832781
"13214",103,"fit_B",30,3.75,14.5433465468552,0.868873157920986
"13215",103,"fit_B",31,3.875,15.3585452572531,1.29976704685076
"13216",103,"fit_B",32,4,16.1118207874118,1.57224513654472
"13217",103,"fit_O",1,0.125,5.2494084437933,0.14031067552746
"13218",103,"fit_O",2,0.25,7.55588508314522,0.0418471762443065
"13219",103,"fit_O",3,0.375,7.56674161084537,0.0432148396497998
"13220",103,"fit_O",4,0.5,7.6110057694287,0.047365087849444
"13221",103,"fit_O",5,0.625,7.32632291531269,0.0535962006324007
"13222",103,"fit_O",6,0.75,6.68251503348713,0.0680312245013997
"13223",103,"fit_O",7,0.875,7.14809091696558,0.0564162406601628
"13224",103,"fit_O",8,1,7.33225213360887,0.0460770445212059
"13225",103,"fit_O",9,1.125,7.36554456166985,0.0708889653031162
"13226",103,"fit_O",10,1.25,7.58943511247816,0.0688171788396958
"13227",103,"fit_O",11,1.375,7.77056744130873,0.0633844997204404
"13228",103,"fit_O",12,1.5,7.95051119330861,0.0584076635148951
"13229",103,"fit_O",13,1.625,8.09618135433932,0.0751834890429389
"13230",103,"fit_O",14,1.75,7.5835788060015,2.5438132203086
"13231",103,"fit_O",15,1.875,0.261331168831169,1.49940960017523
"13232",103,"fit_O",16,2,0,0
"13233",103,"fit_O",17,2.125,0,0
"13234",103,"fit_O",18,2.25,0,0
"13235",103,"fit_O",19,2.375,0,0
"13236",103,"fit_O",20,2.5,0,0
"13237",103,"fit_O",21,2.625,0,0
"13238",103,"fit_O",22,2.75,0,0
"13239",103,"fit_O",23,2.875,0,0
"13240",103,"fit_O",24,3,0,0
"13241",103,"fit_O",25,3.125,0,0
"13242",103,"fit_O",26,3.25,0,0
"13243",103,"fit_O",27,3.375,0,0
"13244",103,"fit_O",28,3.5,0,0
"13245",103,"fit_O",29,3.625,0,0
"13246",103,"fit_O",30,3.75,0,0
"13247",103,"fit_O",31,3.875,0,0
"13248",103,"fit_O",32,4,0,0
"13249",103,"fit_Y",1,0.125,2.84086677260155,0.0423166804471691
"13250",103,"fit_Y",2,0.25,5.10823411856314,0.278180301418451
"13251",103,"fit_Y",3,0.375,4.80136569873796,0.177028175427603
"13252",103,"fit_Y",4,0.5,4.29565043349166,0.0915902964284462
"13253",103,"fit_Y",5,0.625,7.1652087013673,0.100951892406773
"13254",103,"fit_Y",6,0.75,8.47362684703176,0.0334937570068663
"13255",103,"fit_Y",7,0.875,8.51637930521799,0.0289950099445243
"13256",103,"fit_Y",8,1,8.64501622530975,0.0411166345634037
"13257",103,"fit_Y",9,1.125,9.9013183609515,0.0305599889406788
"13258",103,"fit_Y",10,1.25,11.0045642435463,0.0630672266601328
"13259",103,"fit_Y",11,1.375,11.2424080666123,0.070675895288144
"13260",103,"fit_Y",12,1.5,11.5161154324145,0.0767819972220744
"13261",103,"fit_Y",13,1.625,12.0837170704147,0.127772479498913
"13262",103,"fit_Y",14,1.75,11.8043454716641,1.92889926476775
"13263",103,"fit_Y",15,1.875,6.16831591235101,0.0930507645723038
"13264",103,"fit_Y",16,2,6.50206222296365,0.0548936942170538
"13265",103,"fit_Y",17,2.125,6.85006203184849,0.078152916885021
"13266",103,"fit_Y",18,2.25,7.36729542091386,0.0845875910778694
"13267",103,"fit_Y",19,2.375,7.82077549571634,0.0901472047935358
"13268",103,"fit_Y",20,2.5,8.30665492197427,0.118199619626964
"13269",103,"fit_Y",21,2.625,8.94262285876789,0.145636579095206
"13270",103,"fit_Y",22,2.75,9.45602499342943,0.16127830176813
"13271",103,"fit_Y",23,2.875,9.39088331598466,0.173086342617656
"13272",103,"fit_Y",24,3,9.58085616178936,0.234132400520653
"13273",103,"fit_Y",25,3.125,11.5883101620277,0.449761080988234
"13274",103,"fit_Y",26,3.25,11.7015218958853,0.481892145372832
"13275",103,"fit_Y",27,3.375,11.9633899943595,0.50526900161029
"13276",103,"fit_Y",28,3.5,11.7391516854954,0.334260100485055
"13277",103,"fit_Y",29,3.625,12.2834290310594,0.329713985376365
"13278",103,"fit_Y",30,3.75,12.8751889783488,0.358391661942438
"13279",103,"fit_Y",31,3.875,13.4285774094398,0.468554400797723
"13280",103,"fit_Y",32,4,14.0229142610757,0.61470367896101
"13281",103,"fit_total",1,0.125,3.1218395,0.0605426835385623
"13282",103,"fit_total",2,0.25,5.403054,0.213119926958196
"13283",103,"fit_total",3,0.375,5.1180625,0.169533605377438
"13284",103,"fit_total",4,0.5,4.6215055,0.162732708882239
"13285",103,"fit_total",5,0.625,6.377911,0.0985117458463556
"13286",103,"fit_total",6,0.75,6.93829,0.0852616830467215
"13287",103,"fit_total",7,0.875,7.1101475,0.070956518687094
"13288",103,"fit_total",8,1,7.1763455,0.0793731203054296
"13289",103,"fit_total",9,1.125,7.753537,0.153178604180832
"13290",103,"fit_total",10,1.25,8.119329,0.215584214858045
"13291",103,"fit_total",11,1.375,8.144282,0.203960601206322
"13292",103,"fit_total",12,1.5,8.243545,0.195500733742714
"13293",103,"fit_total",13,1.625,8.1896995,0.262678145658938
"13294",103,"fit_total",14,1.75,7.497642,1.09988491621863
"13295",103,"fit_total",15,1.875,6.216802,0.0802439273387555
"13296",103,"fit_total",16,2,6.95065,0.10742082990263
"13297",103,"fit_total",17,2.125,7.485362,0.124509934924686
"13298",103,"fit_total",18,2.25,8.074396,0.134830468314319
"13299",103,"fit_total",19,2.375,8.7247425,0.197615354929185
"13300",103,"fit_total",20,2.5,9.206645,0.257910087838942
"13301",103,"fit_total",21,2.625,9.987065,0.262503030910833
"13302",103,"fit_total",22,2.75,10.494282,0.382779305201978
"13303",103,"fit_total",23,2.875,10.5311585,0.41415465545994
"13304",103,"fit_total",24,3,11.552434,0.381497548404159
"13305",103,"fit_total",25,3.125,14.708789,0.620604217416992
"13306",103,"fit_total",26,3.25,15.3993165,0.639501803531428
"13307",103,"fit_total",27,3.375,15.8872995,0.696500183039814
"13308",103,"fit_total",28,3.5,13.186235,0.744402262190642
"13309",103,"fit_total",29,3.625,13.5944765,0.798900706572709
"13310",103,"fit_total",30,3.75,14.255533,0.79689242513236
"13311",103,"fit_total",31,3.875,15.0348535,1.16783190502603
"13312",103,"fit_total",32,4,15.7559745,1.43111944211542
"13313",104,"fit_B",1,0.125,5.33708291423391,0.0966709804127709
"13314",104,"fit_B",2,0.25,4.39539011522772,0.104561169525636
"13315",104,"fit_B",3,0.375,4.2695139820403,0.076917676837182
"13316",104,"fit_B",4,0.5,4.52139497836464,0.153084765838807
"13317",104,"fit_B",5,0.625,5.02614715931188,0.0976642539022143
"13318",104,"fit_B",6,0.75,5.67924844935963,0.0960726857311959
"13319",104,"fit_B",7,0.875,5.85257317438321,0.0855849560125805
"13320",104,"fit_B",8,1,5.8646325740584,0.109752363565489
"13321",104,"fit_B",9,1.125,6.18218166598814,0.175536282871233
"13322",104,"fit_B",10,1.25,6.41155442423548,0.22656517611015
"13323",104,"fit_B",11,1.375,6.61974315253664,0.212820083358467
"13324",104,"fit_B",12,1.5,6.82433000441625,0.212228499842298
"13325",104,"fit_B",13,1.625,6.88061432755692,0.275341652593661
"13326",104,"fit_B",14,1.75,6.43212665808913,0.759669000259104
"13327",104,"fit_B",15,1.875,6.2003536628319,0.0925051132374177
"13328",104,"fit_B",16,2,6.98398324485981,0.118115771397992
"13329",104,"fit_B",17,2.125,7.54337417985164,0.138188479761836
"13330",104,"fit_B",18,2.25,8.19503865825686,0.16615145816628
"13331",104,"fit_B",19,2.375,8.88543035041299,0.220174736105137
"13332",104,"fit_B",20,2.5,9.35717533751862,0.269514030738843
"13333",104,"fit_B",21,2.625,10.1596770386871,0.3082015479408
"13334",104,"fit_B",22,2.75,10.863852235152,0.380984231992609
"13335",104,"fit_B",23,2.875,10.7898003082672,0.457815710117109
"13336",104,"fit_B",24,3,11.8994974691925,0.44333990010237
"13337",104,"fit_B",25,3.125,15.16891661593,0.607927610469726
"13338",104,"fit_B",26,3.25,16.276664975627,0.660448982389226
"13339",104,"fit_B",27,3.375,16.8177501232102,0.741200101536695
"13340",104,"fit_B",28,3.5,13.2311487354193,0.873970955205313
"13341",104,"fit_B",29,3.625,13.9181037579093,0.883426615704832
"13342",104,"fit_B",30,3.75,14.424798845783,1.13791910598023
"13343",104,"fit_B",31,3.875,14.6691274065191,1.26052215825139
"13344",104,"fit_B",32,4,15.3816514065255,1.70896285445602
"13345",104,"fit_O",1,0.125,5.22698681511419,0.137833466093832
"13346",104,"fit_O",2,0.25,7.55700209199711,0.0445640401428178
"13347",104,"fit_O",3,0.375,7.56649697736444,0.0449291405550146
"13348",104,"fit_O",4,0.5,7.61236567335611,0.0439362009522559
"13349",104,"fit_O",5,0.625,7.32315215737253,0.0511249579834626
"13350",104,"fit_O",6,0.75,6.68467945247635,0.0632030147268372
"13351",104,"fit_O",7,0.875,7.14837884884832,0.0523043999542863
"13352",104,"fit_O",8,1,7.32921872797458,0.0499870570361551
"13353",104,"fit_O",9,1.125,7.36948690396196,0.0715599805363956
"13354",104,"fit_O",10,1.25,7.58914835623463,0.0739365862552085
"13355",104,"fit_O",11,1.375,7.7783166595119,0.0597393843181692
"13356",104,"fit_O",12,1.5,7.95659351830433,0.0631924707771757
"13357",104,"fit_O",13,1.625,8.10114436799282,0.0760822976445982
"13358",104,"fit_O",14,1.75,7.59071888926599,2.54576003740073
"13359",104,"fit_O",15,1.875,0.1645,1.15730649930489
"13360",104,"fit_O",16,2,0,0
"13361",104,"fit_O",17,2.125,0,0
"13362",104,"fit_O",18,2.25,0,0
"13363",104,"fit_O",19,2.375,0,0
